"type","group","kanji","kana","translation","pattern"
"kanji","L1","科","","",""
"kanji","L1","経","","",""
"kanji","L1","際","","",""
"kanji","L1","係","","",""
"kanji","L1","治","","",""
"kanji","L1","歴","","",""
"kanji","L1","仕","","",""
"kanji","L1","医","","",""
"kanji","L1","主","","",""
"kanji","L1","婦","","",""
"kanji","L1","護","","",""
"kanji","L1","士","","",""
"kanji","L1","母","","",""
"kanji","L1","父","","",""
"kanji","L1","妹","","",""
"kanji","L1","歳","","",""
"kanji","L1","専","","",""
"kanji","L1","攻","","",""
"kanji","L1","友","","",""
"kanji","L1","半","","",""
"kanji","L1","韓","","",""
"kanji","L1","済","","",""
"kanji","L1","関","","",""
"kanji","L1","史","","",""
"kanji","L2","子","","",""
"kanji","L2","書","","",""
"kanji","L2","行","","",""
"kanji","L2","自","","",""
"kanji","L2","聞","","",""
"kanji","L2","館","","",""
"kanji","L2","転","","",""
"kanji","L2","車","","",""
"kanji","L2","新","","",""
"kanji","L2","計","","",""
"kanji","L2","茶","","",""
"kanji","L2","店","","",""
"kanji","L2","便","","",""
"kanji","L2","野","","",""
"kanji","L2","靴","","",""
"kanji","L2","辞","","",""
"kanji","L2","図","","",""
"kanji","L2","魚","","",""
"kanji","L2","肉","","",""
"kanji","L2","菜","","",""
"kanji","L2","鉛","","",""
"kanji","L2","筆","","",""
"kanji","L2","傘","","",""
"kanji","L2","財","","",""
"kanji","L2","布","","",""
"kanji","L2","帽","","",""
"kanji","L2","喫","","",""
"kanji","L2","銀","","",""
"kanji","L2","郵","","",""
"kanji","L2","局","","",""
"kanji","L2","円","","",""
"kanji","L3","家","","",""
"kanji","L3","曜","","",""
"kanji","L3","来","","",""
"kanji","L3","週","","",""
"kanji","L3","見","","",""
"kanji","L3","朝","","",""
"kanji","L3","画","","",""
"kanji","L3","楽","","",""
"kanji","L3","飯","","",""
"kanji","L3","明","","",""
"kanji","L3","毎","","",""
"kanji","L3","食","","",""
"kanji","L3","晩","","",""
"kanji","L3","飲","","",""
"kanji","L3","寝","","",""
"kanji","L3","全","","",""
"kanji","L3","映","","",""
"kanji","L3","音","","",""
"kanji","L3","昼","","",""
"kanji","L3","水","","",""
"kanji","L3","末","","",""
"kanji","L3","土","","",""
"kanji","L3","起","","",""
"kanji","L3","強","","",""
"kanji","L3","早","","",""
"kanji","L3","雑","","",""
"kanji","L3","誌","","",""
"kanji","L3","酒","","",""
"kanji","L3","頃","","",""
"kanji","L3","帰","","",""
"kanji","L3","読","","",""
"kanji","L3","勉","","",""
"kanji","L3","然","","",""
"kanji","L4","手","","",""
"kanji","L4","一","","",""
"kanji","L4","物","","",""
"kanji","L4","間","","",""
"kanji","L4","月","","",""
"kanji","L4","屋","","",""
"kanji","L4","金","","",""
"kanji","L4","病","","",""
"kanji","L4","待","","",""
"kanji","L4","買","","",""
"kanji","L4","紙","","",""
"kanji","L4","園","","",""
"kanji","L4","昨","","",""
"kanji","L4","火","","",""
"kanji","L4","木","","",""
"kanji","L4","椅","","",""
"kanji","L4","犬","","",""
"kanji","L4","産","","",""
"kanji","L4","供","","",""
"kanji","L4","写","","",""
"kanji","L4","真","","",""
"kanji","L4","机","","",""
"kanji","L4","猫","","",""
"kanji","L4","寺","","",""
"kanji","L4","公","","",""
"kanji","L4","停","","",""
"kanji","L4","町","","",""
"kanji","L4","撮","","",""
"kanji","L5","気","","",""
"kanji","L5","出","","",""
"kanji","L5","切","","",""
"kanji","L5","旅","","",""
"kanji","L5","部","","",""
"kanji","L5","天","","",""
"kanji","L5","休","","",""
"kanji","L5","小","","",""
"kanji","L5","元","","",""
"kanji","L5","海","","",""
"kanji","L5","葉","","",""
"kanji","L5","熱","","",""
"kanji","L5","面","","",""
"kanji","L5","白","","",""
"kanji","L5","安","","",""
"kanji","L5","嫌","","",""
"kanji","L5","好","","",""
"kanji","L5","乗","","",""
"kanji","L5","夫","","",""
"kanji","L5","符","","",""
"kanji","L5","宿","","",""
"kanji","L5","題","","",""
"kanji","L5","誕","","",""
"kanji","L5","飛","","",""
"kanji","L5","機","","",""
"kanji","L5","僕","","",""
"kanji","L5","暑","","",""
"kanji","L5","忙","","",""
"kanji","L5","怖","","",""
"kanji","L5","寒","","",""
"kanji","L5","古","","",""
"kanji","L5","難","","",""
"kanji","L5","静","","",""
"kanji","L5","暇","","",""
"kanji","L5","泳","","",""
"kanji","L5","緒","","",""
"kanji","L5","丈","","",""
"kanji","L5","枚","","",""
"kanji","L6","風","","",""
"kanji","L6","遅","","",""
"kanji","L6","入","","",""
"kanji","L6","当","","",""
"kanji","L6","持","","",""
"kanji","L6","返","","",""
"kanji","L6","伝","","",""
"kanji","L6","連","","",""
"kanji","L6","結","","",""
"kanji","L6","呂","","",""
"kanji","L6","字","","",""
"kanji","L6","教","","",""
"kanji","L6","夜","","",""
"kanji","L6","変","","",""
"kanji","L6","急","","",""
"kanji","L6","消","","",""
"kanji","L6","立","","",""
"kanji","L6","開","","",""
"kanji","L6","降","","",""
"kanji","L6","閉","","",""
"kanji","L6","漢","","",""
"kanji","L6","市","","",""
"kanji","L6","民","","",""
"kanji","L6","次","","",""
"kanji","L6","荷","","",""
"kanji","L6","窓","","",""
"kanji","L6","遊","","",""
"kanji","L6","死","","",""
"kanji","L6","座","","",""
"kanji","L6","吸","","",""
"kanji","L6","使","","",""
"kanji","L6","借","","",""
"kanji","L6","浴","","",""
"kanji","L6","忘","","",""
"kanji","L6","構","","",""
"kanji","L7","二","","",""
"kanji","L7","歌","","",""
"kanji","L7","女","","",""
"kanji","L7","親","","",""
"kanji","L7","知","","",""
"kanji","L7","着","","",""
"kanji","L7","男","","",""
"kanji","L7","目","","",""
"kanji","L7","長","","",""
"kanji","L7","婚","","",""
"kanji","L7","別","","",""
"kanji","L7","髪","","",""
"kanji","L7","口","","",""
"kanji","L7","背","","",""
"kanji","L7","低","","",""
"kanji","L7","速","","",""
"kanji","L7","族","","",""
"kanji","L7","堂","","",""
"kanji","L7","眼","","",""
"kanji","L7","鏡","","",""
"kanji","L7","頭","","",""
"kanji","L7","短","","",""
"kanji","L7","利","","",""
"kanji","L7","住","","",""
"kanji","L7","太","","",""
"kanji","L7","勤","","",""
"kanji","L8","下","","",""
"kanji","L8","予","","",""
"kanji","L8","言","","",""
"kanji","L8","雨","","",""
"kanji","L8","空","","",""
"kanji","L8","上","","",""
"kanji","L8","洗","","",""
"kanji","L8","運","","",""
"kanji","L8","料","","",""
"kanji","L8","黒","","",""
"kanji","L8","所","","",""
"kanji","L8","有","","",""
"kanji","L8","思","","",""
"kanji","L8","作","","",""
"kanji","L8","始","","",""
"kanji","L8","理","","",""
"kanji","L8","残","","",""
"kanji","L8","板","","",""
"kanji","L8","報","","",""
"kanji","L8","夏","","",""
"kanji","L8","冬","","",""
"kanji","L8","捨","","",""
"kanji","L8","濯","","",""
"kanji","L8","掃","","",""
"kanji","L8","除","","",""
"kanji","L8","乾","","",""
"kanji","L8","杯","","",""
"kanji","L8","念","","",""
"kanji","L9","悪","","",""
"kanji","L9","度","","",""
"kanji","L9","地","","",""
"kanji","L9","試","","",""
"kanji","L9","験","","",""
"kanji","L9","意","","",""
"kanji","L9","動","","",""
"kanji","L9","歩","","",""
"kanji","L9","三","","",""
"kanji","L9","薬","","",""
"kanji","L9","単","","",""
"kanji","L9","赤","","",""
"kanji","L9","踊","","",""
"kanji","L9","終","","",""
"kanji","L9","覚","","",""
"kanji","L9","四","","",""
"kanji","L9","五","","",""
"kanji","L9","六","","",""
"kanji","L9","七","","",""
"kanji","L9","八","","",""
"kanji","L9","九","","",""
"kanji","L9","十","","",""
"kanji","L9","色","","",""
"kanji","L9","舞","","",""
"kanji","L9","伎","","",""
"kanji","L9","去","","",""
"kanji","L9","青","","",""
"kanji","L9","寂","","",""
"kanji","L9","若","","",""
"kanji","L9","弾","","",""
"kanji","L9","散","","",""
"kanji","L9","是","","",""
"kanji","L9","非","","",""
"kanji","L10","習","","",""
"kanji","L10","約","","",""
"kanji","L10","世","","",""
"kanji","L10","期","","",""
"kanji","L10","駅","","",""
"kanji","L10","顔","","",""
"kanji","L10","活","","",""
"kanji","L10","美","","",""
"kanji","L10","冷","","",""
"kanji","L10","決","","",""
"kanji","L10","秋","","",""
"kanji","L10","季","","",""
"kanji","L10","節","","",""
"kanji","L10","牛","","",""
"kanji","L10","乳","","",""
"kanji","L10","幹","","",""
"kanji","L10","線","","",""
"kanji","L10","寿","","",""
"kanji","L10","司","","",""
"kanji","L10","界","","",""
"kanji","L10","鉄","","",""
"kanji","L10","袋","","",""
"kanji","L10","床","","",""
"kanji","L10","春","","",""
"kanji","L10","容","","",""
"kanji","L10","船","","",""
"kanji","L10","球","","",""
"kanji","L10","暖","","",""
"kanji","L10","涼","","",""
"kanji","L10","眠","","",""
"kanji","L10","簡","","",""
"kanji","L10","泊","","",""
"kanji","L10","払","","",""
"kanji","L10","練","","",""
"kanji","L11","業","","",""
"kanji","L11","外","","",""
"kanji","L11","授","","",""
"kanji","L11","温","","",""
"kanji","L11","神","","",""
"kanji","L11","取","","",""
"kanji","L11","疲","","",""
"kanji","L11","菓","","",""
"kanji","L11","正","","",""
"kanji","L11","祭","","",""
"kanji","L11","泉","","",""
"kanji","L11","川","","",""
"kanji","L11","将","","",""
"kanji","L11","術","","",""
"kanji","L11","湖","","",""
"kanji","L11","山","","",""
"kanji","L11","夢","","",""
"kanji","L11","飼","","",""
"kanji","L11","登","","",""
"kanji","L11","働","","",""
"kanji","L11","紹","","",""
"kanji","L11","介","","",""
"kanji","L11","刻","","",""
"kanji","L11","身","","",""
"kanji","L11","点","","",""
"kanji","L11","久","","",""
"kanji","L12","合","","",""
"kanji","L12","分","","",""
"kanji","L12","味","","",""
"kanji","L12","張","","",""
"kanji","L12","足","","",""
"kanji","L12","邪","","",""
"kanji","L12","彼","","",""
"kanji","L12","成","","",""
"kanji","L12","晴","","",""
"kanji","L12","多","","",""
"kanji","L12","心","","",""
"kanji","L12","配","","",""
"kanji","L12","曇","","",""
"kanji","L12","績","","",""
"kanji","L12","歯","","",""
"kanji","L12","花","","",""
"kanji","L12","服","","",""
"kanji","L12","酔","","",""
"kanji","L12","雪","","",""
"kanji","L12","用","","",""
"kanji","L12","甘","","",""
"kanji","L12","痛","","",""
"kanji","L12","狭","","",""
"kanji","L12","都","","",""
"kanji","L12","素","","",""
"kanji","L12","敵","","",""
"kanji","L12","興","","",""
"kanji","L12","渇","","",""
"kanji","L12","緊","","",""
"kanji","L12","初","","",""
"grammar","L1","は","","Частица темы: помечает то, о чём идёт речь. Ставится после существительного. 私は学生です — «Что касается меня — я студент». Часто соответствует русскому «а вот…».","N は ..."
"grammar","L8","が","","Частица подлежащего: указывает, кто/что именно выполняет действие или о ком новая информация. Отвечает на «кто/что?»: 誰が来ましたか — «Кто пришёл?». Также с глаголами ある/いる и прилагательными типа 好き.","N が ..."
"grammar","L3","を","","Частица прямого дополнения: показывает объект действия. 本を読む — «читать книгу». С глаголами движения может обозначать место, по которому идут: 公園を歩く.","N を V"
"grammar","L3","に","","Многозначная частица: направление/цель (学校に行く), точное время (3時に), место существования (机の上にある), адресат действия (友だちに話す).","N に V / N に あります・います"
"grammar","L3","で","","Частица места действия (レストランで食べる) и средства/способа (バスで行く, 日本語で話す). Не путать с に — に про точку, で про процесс.","N で V"
"grammar","L3","へ","","Частица направления с глаголами движения (行く・来る・帰る): 日本へ行く. Близка к に в значении направления, читается «э».","N へ 行く・来る・帰る"
"grammar","L1","の","","Частица притяжания/связи существительных: 私の本 «моя книга», 日本語の先生 «преподаватель японского». Может заменять существительное: 赤いの «красное (что-то)».","N1 の N2"
"grammar","L2","も","","Частица «тоже/также»: заменяет は/が/を. 私も学生です — «Я тоже студент».","N も ..."
"grammar","L2","も (отрицание)","","も с отрицанием — «тоже не / совсем не»: 何も食べない «ничего не ем», 私も行かない «я тоже не пойду».","N も + отрицание"
"grammar","L2","ね","","Финальная частица согласия/подтверждения, ждёт реакции собеседника: いい天気ですね — «Хорошая погода, да?».","... ね"
"grammar","L2","よ","","Финальная частица: сообщает новое или подчёркивает, обращает внимание собеседника. その映画は面白いよ — «Этот фильм интересный (уверяю)».","... よ"
"grammar","L4","が (но)","","Союз в середине предложения — «но/однако/а»: 高いですが、買います «Дорого, но куплю». Также мягкое вступление.","S が S"
"grammar","L4","〜から〜まで","","«От … до …» по времени и месту: 9時から5時まで, 東京から大阪まで.","N から N まで"
"grammar","L4","〜や〜など","","Неполное перечисление «… и … и тому подобное»: 本やノートなどを買った. や соединяет примеры, など = «и т.д.».","N や N など"
"grammar","L4","〜の中 / 上 / 下","","Позиционные существительные с の: 箱の中 «в коробке», 机の上 «на столе», いすの下 «под стулом».","N の 中 / 上 / 下"
"grammar","L1","です","","Связка вежливого стиля «быть/являться» с существительными и な-прилагательными: 学生です, 元気です. Отрицание — じゃないです.","N / な-adj + です"
"grammar","L1","じゃないです","","Вежливое отрицание сущ./な-прил.: 学生じゃないです «не студент». Более формально — ではありません.","N / な-adj + じゃないです"
"grammar","L3","Vます","","Вежливая форма настоящего/будущего: 食べます, 行きます. Выражает привычку, факт или намерение.","V(い) + ます"
"grammar","L3","Vません","","Вежливое отрицание глагола: 食べません «не ем/не буду есть».","V(い) + ません"
"grammar","L4","Vました","","Вежливое прошедшее: 食べました «поел». Утвердительное действие в прошлом.","V(い) + ました"
"grammar","L4","Vませんでした","","Вежливое прошедшее отрицание: 行きませんでした «не пошёл».","V(い) + ませんでした"
"grammar","L8","Vる","","Словарная (простая) форма глагола: 食べる, 行く. Используется в неформальной речи и перед многими конструкциями.","V(う)"
"grammar","L8","Vない","","Простая отрицательная форма: 食べない, 行かない. Основа для многих грамматик (ないでください и др.).","V(あ) + ない"
"grammar","L7","〜に行く","","«Идти/приходить, чтобы (с)делать»: основа ます + に + 行く/来る/帰る. 映画を見に行く «идти смотреть кино». С отглагольными сущ. — 買い物に行く.","V(い) + に行く"
"grammar","L3","〜ませんか","","Вежливое приглашение «не …ли?»: 一緒に食べませんか «Не поедим вместе?». Звучит мягко и предупредительно.","V(い) + ませんか"
"grammar","L5","〜ましょう","","Призыв «давай(те) …»: 行きましょう «пойдёмте». Предложение совместного действия.","V(い) + ましょう"
"grammar","L5","〜ましょうか","","«Давай я …? / Сделать …?» — предложение помощи или уточнение: 窓を開けましょうか «Открыть окно?».","V(い) + ましょうか"
"grammar","L6","〜てください","","Вежливая просьба/указание «сделайте …»: て-форма + ください. 待ってください «подождите, пожалуйста».","V(て) + ください"
"grammar","L6","〜てもいいです","","Разрешение «можно …»: て-форма + もいいです. 入ってもいいですか «Можно войти?».","V(て) + もいいです"
"grammar","L6","〜てはいけません","","Запрет «нельзя …»: て-форма + はいけません. ここで写真を撮ってはいけません «Здесь нельзя фотографировать».","V(て) + はいけません"
"grammar","L7","〜ている","","て-форма + いる: длящееся действие сейчас (食べている «ем сейчас») или состояние/результат (結婚している «женат»).","V(て) + いる"
"grammar","L6","〜てから","","«После того как …»: て-форма + から. 宿題をしてから、寝る «Сделав уроки, ложусь спать». Подчёркивает последовательность.","V(て) + から"
"grammar","L8","〜ないでください","","Вежливая просьба не делать: ない-форма + でください. 心配しないでください «Не волнуйтесь».","V(あ) + ないでください"
"grammar","L12","〜なければいけません","","Долженствование «нужно/обязан»: убрать い у ない + ければいけません. 行かなければいけません «надо идти». Разговорно — なきゃ.","V(あ) + なければいけません"
"grammar","L9","〜た","","Простое прошедшее (та-форма): 食べた, 行った. Основа для конструкций たり, たことがある и др.","V(た)"
"grammar","L11","〜たり〜たりする","","Перечисление действий-примеров «то …, то …»: та-форма + り. 週末は寝たり、本を読んだりする.","V(た) + り V(た) + りする"
"grammar","L11","〜ことがある","","«Случалось/был опыт»: та-форма + ことがある. 日本へ行ったことがある «бывал в Японии». С Vる — «бывает, что…».","V(た) + ことがある"
"grammar","L8","〜前に","","«Перед тем как …»: Vる + 前に, либо сущ. + の前に. 食べる前に手を洗う «перед едой мою руки».","V(う) / N の 前に"
"grammar","L8","〜後で","","«После того как …»: та-форма + 後で, сущ. + の後で. 食べた後で、散歩する.","V(た) + 後で"
"grammar","L8","〜ながら","","Два одновременных действия одним лицом: основа ます + ながら. 音楽を聞きながら勉強する «учусь, слушая музыку».","V(い) + ながら"
"grammar","L9","〜まだ〜ていません","","«Ещё не …»: まだ + て-форма + いません. まだ食べていません «ещё не поел».","まだ V(て)いません"
"grammar","L11","〜たい","","Желание говорящего «хочу …»: основа ます + たい (спрягается как い-прил.). 食べたい «хочу есть», 行きたかった «хотел пойти».","V(い) + たいです"
"grammar","L10","〜つもりです","","Намерение/план «собираюсь …»: Vる + つもりです. 来年日本へ行くつもりです.","V(う) + つもりです"
"grammar","L12","〜ほうがいいです","","Совет «лучше …»: та-форма + ほうがいい (совет сделать) или ない + ほうがいい (не делать). 休んだほうがいいです.","V(た / ない) + ほうがいいです"
"grammar","L12","〜すぎる","","«Слишком/чрезмерно»: основа ます или основа прил. + すぎる. 食べすぎる «переедать», 高すぎる «слишком дорого».","V(い) / adj + すぎる"
"grammar","L10","〜くなる","","Изменение с い-прил.: い→く + なる. 寒くなる «становится холодно», 大きくなった «вырос».","い → くなる"
"grammar","L10","〜になる","","Изменение с сущ./な-прил.: + に + なる. 先生になる «стать учителем», 静かになる «стать тихим».","N / な + になる"
"grammar","L8","〜と思います","","«Я думаю, что …»: простая форма + と思います. 明日は晴れると思います.","S + とおもいます"
"grammar","L8","〜と言っていました","","Передача чужих слов «… говорил(а), что …»: простая форма + と言っていました. 田中さんは来ると言っていました.","S + と言っていました"
"grammar","L12","〜んです","","Пояснение/причина/эмоция (разг. のだ): простая форма (+ な у сущ./な-прил.) + んです. 頭が痛いんです «дело в том, что болит голова».","S + んです"
"grammar","L12","〜でしょう","","Предположение «наверное/вероятно»: простая форма + でしょう. 明日は雨でしょう.","S + でしょう"
"grammar","L4","〜があります","","Существование неодушевлённого «есть/имеется»: N + が + あります. 質問があります «есть вопрос».","N が あります"
"grammar","L4","〜います","","Существование одушевлённого «есть/находится»: N + が + います. 猫がいます «есть кот».","N が います"
"grammar","L5","〜が好きです","","«Нравится …»: объект симпатии помечается が. 音楽が好きです. Сильнее — 大好き.","N が好きです"
"grammar","L7","〜が上手です","","«Хорошо умеет …»: N + が + 上手です. 日本語が上手ですね. Про себя скромнее не говорят.","N が上手です"
"grammar","L5","い-adjective","","い-прилагательные: оканчиваются на い, определяют сущ. напрямую (高い山) и могут быть сказуемым (高いです).","い → いです"
"grammar","L5","な-adjective","","な-прилагательные: перед сущ. + な (静かな町), как сказуемое + です (静かです).","な + です"
"grammar","L5","い-adj (past)","","Прошедшее い-прил.: い→かった(です). 高かったです «было дорого».","い → かったです"
"grammar","L5","な-adj (past)","","Прошедшее な-прил./сущ.: + でした. 静かでした «было тихо».","でした"
"grammar","L5","い-adj (negative)","","Отрицание い-прил.: い→くない(です). 高くないです «недорого».","い → くないです"
"grammar","L5","な-adj (negative)","","Отрицание な-прил./сущ.: + じゃないです / ではありません. 静かじゃないです.","じゃないです"
"grammar","L10","〜より","","Сравнение «чем …»: A は B より … . 電車はバスより速い «поезд быстрее автобуса».","A より B"
"grammar","L10","〜のほうが","","«… больше/скорее»: B のほうが … . こっちのほうが安い «вот это дешевле». Часто в паре с より.","B のほうが"
"grammar","L10","〜どちら","","«Который из двух?»: A と B と、どちらが … . りんごとみかんと、どちらが好きですか.","どちら"
"grammar","L2","これ・それ・あれ","","Указательные местоимения-предметы: これ (у меня), それ (у тебя), あれ (вдали от обоих). これは何ですか.","これ / それ / あれ"
"grammar","L2","この・その・あの + N","","Указательные + существительное: この本, その人, あの店. Указывают на конкретный предмет.","この N"
"grammar","L2","だれ・なに","","Вопросительные «кто» (だれ) и «что» (なに/なん). だれですか, 何を食べますか.","だれ / なに"
"grammar","L2","どこ","","Вопрос места «где/куда»: トイレはどこですか. С direction — どこへ.","どこ"
"grammar","L2","いくら","","Вопрос о цене «сколько стоит»: これはいくらですか.","いくら"
"grammar","L2","〜つ","","Японский счёт предметов 1–10: 一つ, 二つ … 十. Универсальный счётчик без классификатора.","一つ、二つ..."
"grammar","L2","〜人","","Счётчик людей: 一人 (ひとり), 二人 (ふたり), 三人 (さんにん) и далее …にん.","一人、二人..."
"grammar","L12","〜たほうがいい","","Совет сделать: та-форма + ほうがいい. 早く寝たほうがいい.","V(た) + ほうがいい"
"grammar","L12","〜ないほうがいい","","Совет не делать: ない + ほうがいい. 無理しないほうがいい.","V(あ) + ないほうがいい"
